URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.042372880996839994,19.666666666666668,0.3728813559322034,8.015819209039549,19.666666666666668,44,118,2.2033898305084745,1,6.0497237569060776
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,9,7,0.12499999218750048,0.04232804221606338,10.5,0.30952380952380953,4.323809523809524,10.5,117,378,2.134920634920635,6,4.9537366548042705
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.07692307642998028,19.5,0.2692307692307692,7.907692307692308,19.5,42,156,2.0961538461538463,1,5.839285714285714
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,11,0.35294116608996573,0.0921409211595097,13.666666666666666,0.4905149051490515,5.662872628726287,13.666666666666666,181,369,2.3875338753387534,4,6.570621468926554
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,2,0,0.99999950000025,0.016806722547842667,13.222222222222221,0.31932773109243695,5.416619981325864,13.222222222222221,38,119,2.1848739495798317,1,6.081967213114754
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.042372880996839994,19.666666666666668,0.3728813559322034,8.015819209039549,19.666666666666668,44,118,2.2033898305084745,1,6.0497237569060776
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,9,7,0.12499999218750048,0.04232804221606338,10.5,0.30952380952380953,4.323809523809524,10.5,117,378,2.134920634920635,6,4.9537366548042705
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.07692307642998028,19.5,0.2692307692307692,7.907692307692308,19.5,42,156,2.0961538461538463,1,5.839285714285714
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,11,0.35294116608996573,0.0921409211595097,13.666666666666666,0.4905149051490515,5.662872628726287,13.666666666666666,181,369,2.3875338753387534,4,6.570621468926554
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,56,21,0.4545454486422669,0.06893464631250255,11.17,0.4789615040286482,4.659584601611459,11.17,535,1117,2.4574753804834377,1,6.216476247745039
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,18,6,0.4999999791666675,0.08333333304398148,13.090909090909092,0.5104166666666666,5.440530303030304,13.090909090909092,147,288,2.59375,1,6.326530612244898
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,2,0.8620689357907263,0.07125307107800229,15.653846153846153,0.5110565110565111,6.465961065961067,15.653846153846153,208,407,2.619164619164619,6,6.913120567375887
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,20,5,0.599999976000001,0.10162601584704872,13.666666666666666,0.4186991869918699,5.634146341463414,13.666666666666666,103,246,2.4390243902439024,4,6.994550408719346
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13,5,0.4444444197530878,0.07346938745522699,16.333333333333332,0.46530612244897956,6.719455782312925,16.333333333333332,114,245,2.5142857142857142,5,6.760217983651226
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,59,16,0.5733333256888891,0.0910194173652677,12.484848484848484,0.44660194174757284,5.172580170638423,12.484848484848484,368,824,2.3932038834951457,10,6.267262388302194
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,7,0,0.9999998571428775,0.03553299474348734,14.071428571428571,0.38578680203045684,5.782886149383612,14.071428571428571,76,197,2.2893401015228427,1,5.867507886435331
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,39,6,0.7333333170370374,0.08893280614835414,14.055555555555555,0.4723320158102767,5.811155028546334,14.055555555555555,239,506,2.484189723320158,12,6.271683673469388
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,5,3,0.24999996875000394,0.06349206298815824,12.6,0.36507936507936506,5.186031746031746,12.6,46,126,2.4206349206349205,3,6.644670050761421
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,13,4,0.5294117335640156,0.06719367562374041,18.071428571428573,0.43478260869565216,7.40248447204969,18.071428571428573,110,253,2.513833992094862,3,6.62565445026178
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,20,6,0.5384615177514801,0.11872146064510748,13.6875,0.4246575342465753,5.644863013698631,13.6875,93,219,2.3378995433789953,2,6.5625
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,9,1,0.7999999200000081,0.05714285681632653,14.583333333333334,0.2742857142857143,5.943047619047619,14.583333333333334,48,175,2.0628571428571427,2,5.861940298507463
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,10,1,0.8181817438016598,0.05641025612097304,16.25,0.4358974358974359,6.674358974358974,16.25,85,195,2.476923076923077,2,6.709558823529412
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,1,0.8181817438016598,0.06043956010747494,15.166666666666666,0.34615384615384615,6.205128205128205,15.166666666666666,63,182,2.1758241758241756,2,6.324427480916031
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,16,0,0.9999999375000038,0.08648648601899196,15.416666666666666,0.372972972972973,6.3158558558558555,15.416666666666666,69,185,2.3783783783783785,2,6.76953125
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,19,1,0.8999999550000022,0.10471204133658617,15.916666666666666,0.4083769633507853,6.53001745200698,15.916666666666666,78,191,2.3612565445026177,2,6.755725190839694
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,8,0.15789472853185638,0.09452736271379422,16.75,0.4129353233830846,6.8651741293532345,16.75,83,201,2.3333333333333335,2,6.39261744966443
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,9,0,0.9999998888889013,0.051136363345816116,14.666666666666666,0.3693181818181818,6.01439393939394,14.666666666666666,65,176,2.4431818181818183,2,6.222591362126246
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17,0,0.999999941176474,0.05862068945303211,18.125,0.3482758620689655,7.389310344827587,18.125,101,290,2.1862068965517243,1,5.935334872979214
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,13,4,0.5294117335640156,0.07203389799985636,13.11111111111111,0.3135593220338983,5.369868173258004,13.11111111111111,74,236,2.2288135593220337,4,6.115566037735849
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,21,4,0.679999972800001,0.07102272707095816,11.35483870967742,0.32386363636363635,4.671480938416423,11.35483870967742,114,352,2.2926136363636362,1,5.788161993769471
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,8,2,0.599999940000006,0.041322313878833415,12.1,0.38016528925619836,4.992066115702479,12.1,92,242,2.2768595041322315,2,5.873655913978495
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,46,13,0.5593220244182708,0.12447257357706208,15.290322580645162,0.41350210970464135,6.281529876139921,15.290322580645162,196,474,2.432489451476793,5,6.519830028328612
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,15,2,0.7647058373702448,0.040963855322978665,13.833333333333334,0.30120481927710846,5.653815261044177,13.833333333333334,125,415,2.3445783132530122,1,5.5657568238213395
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,19,5,0.5833333090277788,0.10344827541617123,13.647058823529411,0.3620689655172414,5.6036511156186615,13.647058823529411,84,232,2.2327586206896552,1,6.342182890855457
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,29,24,0.0943396208615166,0.05792349720445519,8.714285714285714,0.33989071038251367,3.621670569867291,8.714285714285714,311,915,2.2633879781420765,1,6.03539156626506
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,14,19,-0.15151514692378343,0.06818181804094665,8.8,0.3347107438016529,3.6538842975206616,8.8,162,484,2.1508264462809916,2,5.584093872229466
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,6,0.4782608487712674,0.04609218427636837,8.75438596491228,0.4749498997995992,3.6917343458847522,8.75438596491228,237,499,2.4428857715430863,6,5.799086757990867
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,11,1,0.8333332638888947,0.05687203764515622,15.071428571428571,0.33649289099526064,6.163168584969533,15.071428571428571,71,211,2.2322274881516586,1,5.402116402116402
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,41,3,0.863636344008265,0.1050119329235992,4.988095238095238,0.23389021479713604,2.08879418115695,4.988095238095238,98,419,2.059665871121718,29,4.823653643083421
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,0,0.0,0.0,31.0,0.3225806451612903,12.529032258064518,31.0,10,31,2.5483870967741935,0,5.448275862068965
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,10,1,0.8181817438016598,0.05789473653739612,21.11111111111111,0.34210526315789475,8.581286549707603,21.11111111111111,65,190,2.2578947368421054,2,5.601851851851852
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,10,0,0.99999990000001,0.08547008473957193,10.636363636363637,0.23076923076923078,4.346853146853147,10.636363636363637,27,117,1.9572649572649572,4,4.949579831932773
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,0,0.9999997500000625,0.026143790678798753,13.909090909090908,0.2549019607843137,5.6655971479500895,13.909090909090908,39,153,2.320261437908497,7,6.12043795620438
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.08235294069204152,7.391304347826087,0.21764705882352942,3.0435805626598467,7.391304347826087,37,170,1.911764705882353,16,4.599469496021221
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15,6,0.4285714081632663,0.10994764340341548,7.346153846153846,0.24607329842931938,3.0368908578332663,7.346153846153846,47,191,1.9005235602094241,6,4.742924528301887
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4,3,0.1428571224489825,0.03448275845082385,9.227272727272727,0.270935960591133,3.799283475145544,9.227272727272727,55,203,1.9556650246305418,3,5.278688524590164
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,0,0.9999997500000625,0.027397260086320138,16.22222222222222,0.1917808219178082,6.565601217656013,16.22222222222222,28,146,1.8767123287671232,1,5.390946502057613
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,0,0.9999996666667778,0.040540539992695405,37.0,0.24324324324324326,14.897297297297298,37.0,18,74,2.1216216216216215,1,5.956521739130435
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4,2,0.33333327777778704,0.09999999833333337,12.0,0.2833333333333333,4.913333333333334,12.0,17,60,2.3,1,6.08256880733945
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,0,0.9999997500000625,0.05405405332359388,18.5,0.33783783783783783,7.535135135135135,18.5,25,74,2.0405405405405403,1,5.283333333333333
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6,1,0.7142856122449125,0.05303030262855832,16.5,0.4015151515151515,6.760606060606062,16.5,53,132,2.196969696969697,1,5.799019607843137
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,0,0.99999990000001,0.06535947669699689,10.928571428571429,0.26143790849673204,4.476003734827265,10.928571428571429,40,153,1.9934640522875817,10,4.82051282051282
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,1,0.49999987500003124,0.0512820506245891,13.0,0.2692307692307692,5.307692307692308,13.0,21,78,2.051282051282051,1,5.689655172413793
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.02352941162629758,8.5,0.38235294117647056,3.5529411764705885,8.5,65,170,2.2529411764705882,8,5.174515235457064
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,2,0.599999940000006,0.047846889723220626,16.076923076923077,0.2535885167464115,6.532204637467796,16.076923076923077,53,209,1.894736842105263,4,5.249350649350649
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,6,0.24999998437500096,0.1454545441322314,15.714285714285714,0.32727272727272727,6.4166233766233765,15.714285714285714,36,110,2.172727272727273,3,5.375609756097561
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10,3,0.5384614970414233,0.07344632726866482,12.642857142857142,0.2598870056497175,5.161097659402745,12.642857142857142,46,177,1.88135593220339,12,5.007853403141361
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,3,0.5384614970414233,0.06372548988369858,9.272727272727273,0.27941176470588236,3.8208556149732624,9.272727272727273,57,204,2.053921568627451,9,5.1893939393939394
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,3,0.24999996875000394,0.0799999992,10.0,0.41,4.164000000000001,10.0,41,100,2.26,1,5.409090909090909
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,0,0.9999997500000625,0.07017543736534321,11.4,0.2631578947368421,4.665263157894738,11.4,15,57,1.9649122807017543,1,5.233009708737864
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,3,0.1428571224489825,0.09999999857142859,14.0,0.32857142857142857,5.731428571428572,14.0,23,70,2.085714285714286,1,5.314516129032258
